id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
18857,2025-03-29,697,51,4,6,,155.27,175623.48,prima_vacia
18859,2026-01-08,1790,47,2,7,,218.63,218091.79,prima_vacia
18861,2025-09-28,185,29,8,8,,159.0,,prima_vacia;montoAsegurado_vacio
18862,2026-01-20,597,51,3,1,1820.52,,,comision_vacia;montoAsegurado_vacio
18865,2025-01-28,2911,17,12,1,345.74,62.9,,montoAsegurado_vacio
18866,2025-09-21,40,37,11,12,,35.27,46330.02,prima_vacia
18869,2025-09-23,2340,14,1,11,,92.49,,prima_vacia;montoAsegurado_vacio
18870,2025-05-16,1712,16,7,12,,45.48,7060.35,prima_vacia
18871,,1192,54,14,4,913.48,72.74,43150.09,fechaEmision_vacia
18872,2025-01-09,872,43,6,7,889.36,185.93,,montoAsegurado_vacio
18873,2025-12-27,2033,79,15,2,911.81,167.68,,montoAsegurado_vacio
18875,2025-03-21,2284,62,5,2,,163.39,202824.93,prima_vacia
18876,2026-05-01,1366,27,6,12,,249.19,,prima_vacia;montoAsegurado_vacio
18878,2025-07-10,2730,41,5,3,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
18879,2025-02-13,1996,33,9,6,196.19,,,comision_vacia;montoAsegurado_vacio
18881,2025-10-17,1052,33,6,3,,91.26,78406.06,prima_vacia
18883,2025-04-06,672,52,3,9,119.88,9.23,,montoAsegurado_vacio
18884,2025-03-20,802,54,3,6,,81.64,,prima_vacia;montoAsegurado_vacio
18885,2026-02-02,2162,19,6,5,,19.04,7525.52,prima_vacia
18886,2025-12-24,2986,63,12,5,930.32,,,comision_vacia;montoAsegurado_vacio
18887,2025-05-05,58,68,3,6,1409.76,,258951.33,comision_vacia
18888,2025-02-19,904,31,1,1,268.68,,,comision_vacia;montoAsegurado_vacio
18889,2025-10-09,1258,59,15,10,1345.06,119.22,,montoAsegurado_vacio
18890,,1176,32,3,8,1926.23,294.51,,fechaEmision_vacia;montoAsegurado_vacio
18892,2025-08-08,1357,2,1,6,1239.03,146.73,,montoAsegurado_vacio
18893,2025-09-14,2835,46,4,3,546.61,39.09,,montoAsegurado_vacio
18895,2025-02-01,2482,46,4,12,,101.81,37800.2,prima_vacia
18896,2025-09-08,403,43,15,11,,144.24,212002.79,prima_vacia
18898,2025-02-24,913,54,7,10,,267.79,,prima_vacia;montoAsegurado_vacio
18900,2025-10-28,1468,78,11,10,,8.83,,prima_vacia;montoAsegurado_vacio
18901,2026-01-26,1767,20,15,8,1896.93,292.92,,montoAsegurado_vacio
18902,2025-09-21,1352,62,3,11,,151.61,,prima_vacia;montoAsegurado_vacio
18904,,35,18,11,9,1140.24,105.46,194873.82,fechaEmision_vacia
18905,2026-01-26,2554,61,14,5,,161.83,,prima_vacia;montoAsegurado_vacio
18907,2026-01-24,844,53,8,4,,435.82,252020.67,prima_vacia
18908,2025-04-02,1076,24,4,6,795.26,,134968.14,comision_vacia
18909,,2596,61,12,5,1726.83,93.8,164295.28,fechaEmision_vacia
18910,2025-12-24,2025,9,14,4,,117.9,,prima_vacia;montoAsegurado_vacio
18911,2025-12-06,1680,34,3,1,,144.55,94178.67,prima_vacia
18915,2025-11-17,77,64,2,5,,83.32,113127.59,prima_vacia
18916,2025-04-09,889,57,1,6,,,347567.59,prima_vacia;comision_vacia
18917,2025-02-02,153,10,4,2,,343.78,,prima_vacia;montoAsegurado_vacio
18918,2025-11-06,1325,4,15,5,1508.88,302.74,,montoAsegurado_vacio
18919,,2207,58,8,1,119.92,17.76,2529.94,fechaEmision_vacia
18920,2026-01-05,3771,43,8,11,,130.12,227599.76,prima_vacia
18922,,2116,34,15,6,861.94,139.72,44426.33,fechaEmision_vacia
18923,2025-11-08,2300,105,9,1,559.55,102.19,,montoAsegurado_vacio
18924,2025-03-01,1522,43,3,1,245.67,20.79,,montoAsegurado_vacio
18925,2025-09-29,1158,40,9,5,,187.03,,prima_vacia;montoAsegurado_vacio
18926,2025-05-19,692,29,3,9,,152.35,310577.17,prima_vacia
18927,2025-02-28,1998,59,6,3,,,207854.75,prima_vacia;comision_vacia
18931,2025-10-27,1984,5,6,4,,340.46,,prima_vacia;montoAsegurado_vacio
18932,2025-12-27,979,29,14,9,744.49,,54083.15,comision_vacia
18933,2025-10-14,1914,79,9,10,113.6,19.65,,montoAsegurado_vacio
18934,2025-03-03,1376,41,7,2,1085.24,197.59,,montoAsegurado_vacio
18936,2025-04-29,2102,52,1,10,,,74895.22,prima_vacia;comision_vacia
18937,2025-05-19,105,3,12,3,,186.39,,prima_vacia;montoAsegurado_vacio
18938,2025-06-27,1287,44,6,9,1033.74,135.19,,montoAsegurado_vacio
18939,,831,20,12,3,1185.28,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
18940,2025-12-28,1797,118,14,11,,194.9,,prima_vacia;montoAsegurado_vacio
18941,,1749,47,3,12,1405.45,312.27,,fechaEmision_vacia;montoAsegurado_vacio
18942,,1513,26,6,10,400.41,59.85,38661.03,fechaEmision_vacia
18943,2025-10-09,1926,20,13,4,,126.64,,prima_vacia;montoAsegurado_vacio
18944,2025-05-14,1362,10,2,7,211.88,,,comision_vacia;montoAsegurado_vacio
18946,2025-04-18,1575,59,8,8,309.2,36.43,,montoAsegurado_vacio
18947,2025-04-24,2539,28,7,9,,22.22,5665.69,prima_vacia
18948,2025-09-12,2743,35,15,12,1588.19,365.47,,montoAsegurado_vacio
18949,2025-07-22,2789,69,15,9,540.47,,,comision_vacia;montoAsegurado_vacio
18950,2025-11-21,2820,31,5,5,675.55,,,comision_vacia;montoAsegurado_vacio
18951,2025-03-31,379,21,13,5,1815.17,270.93,,montoAsegurado_vacio
18952,2025-09-25,430,67,5,2,1458.95,132.73,,montoAsegurado_vacio
18953,2026-02-19,2828,68,11,3,,,67632.44,prima_vacia;comision_vacia
18954,2025-07-26,2851,56,14,11,765.08,,,comision_vacia;montoAsegurado_vacio
18955,2025-05-23,3663,23,9,10,573.8,,54260.87,comision_vacia
18956,2025-11-07,1055,63,3,4,1616.33,374.39,,montoAsegurado_vacio
18958,,698,59,1,4,301.92,17.74,36297.31,fechaEmision_vacia
18959,2025-04-22,1405,76,13,11,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
18960,2025-02-21,1622,34,2,5,976.25,150.07,,montoAsegurado_vacio
18961,2026-01-01,2319,39,8,11,237.14,,25279.71,comision_vacia
18962,2025-06-12,1345,15,5,2,,447.04,,prima_vacia;montoAsegurado_vacio
18963,2025-09-13,2932,4,9,3,1801.72,170.7,,montoAsegurado_vacio
18964,2025-08-10,2300,4,3,6,1549.12,,137154.21,comision_vacia
18965,2026-02-08,2046,18,8,8,,138.22,,prima_vacia;montoAsegurado_vacio
18966,,360,53,8,1,1292.32,157.33,91723.26,fechaEmision_vacia
18967,2025-06-18,1384,16,15,12,221.96,17.99,,montoAsegurado_vacio
18968,2025-06-15,1794,41,15,8,1011.66,,78161.14,comision_vacia
18969,2025-07-25,541,25,6,4,249.25,,29366.91,comision_vacia
18970,2025-11-14,2519,118,15,8,,388.92,112761.55,prima_vacia
18971,,270,59,13,3,1111.18,185.36,196654.34,fechaEmision_vacia
18972,2025-12-13,473,33,11,12,915.06,,123741.62,comision_vacia
18974,2025-01-22,3802,24,4,6,,232.94,,prima_vacia;montoAsegurado_vacio
18975,2025-09-07,2282,48,6,9,159.08,,8139.17,comision_vacia
18976,2025-01-01,2179,34,5,3,,,21726.21,prima_vacia;comision_vacia
18978,2026-01-09,1907,37,6,7,376.01,65.46,,montoAsegurado_vacio
18980,2025-11-20,1911,20,13,4,,260.28,60968.53,prima_vacia
18981,2025-08-12,2700,72,9,10,,167.54,229781.06,prima_vacia
18982,,959,10,10,11,997.45,233.87,,fechaEmision_vacia;montoAsegurado_vacio
18983,2025-08-17,2447,50,5,8,,,284265.66,prima_vacia;comision_vacia
18984,,1536,9,4,6,271.19,48.55,23123.29,fechaEmision_vacia
18986,2025-01-10,1458,42,15,5,942.97,88.37,,montoAsegurado_vacio
18987,2025-11-18,1872,66,6,1,,201.39,,prima_vacia;montoAsegurado_vacio
18988,2025-03-09,2961,5,1,11,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
18990,2025-05-05,2709,34,14,12,613.63,,112866.87,comision_vacia
18991,,2087,18,6,6,1941.22,427.15,209704.5,fechaEmision_vacia
18992,2026-02-03,1987,3,4,4,1122.97,125.48,,montoAsegurado_vacio
18995,2025-05-21,515,37,5,12,1200.26,141.06,,montoAsegurado_vacio
18996,2025-01-28,772,43,3,5,,38.68,,prima_vacia;montoAsegurado_vacio
18997,2025-06-30,1696,13,7,8,,355.14,,prima_vacia;montoAsegurado_vacio
18998,2025-04-29,1268,53,7,9,1689.18,335.24,,montoAsegurado_vacio
19001,2025-01-21,2779,38,5,5,,197.95,,prima_vacia;montoAsegurado_vacio
19003,2025-08-26,2871,70,12,8,1899.19,106.82,,montoAsegurado_vacio
19004,2025-07-02,359,12,15,12,490.66,,,comision_vacia;montoAsegurado_vacio
19005,2025-01-02,325,66,11,6,,266.12,177101.7,prima_vacia
19006,2026-01-28,928,5,9,11,927.95,181.33,,montoAsegurado_vacio
19008,2025-06-05,1776,3,12,4,213.95,19.01,,montoAsegurado_vacio
19009,2025-03-21,356,29,10,11,1896.97,,,comision_vacia;montoAsegurado_vacio
19010,2025-06-24,475,37,3,6,1012.01,,,comision_vacia;montoAsegurado_vacio
19012,,2423,69,1,12,1336.7,303.21,174644.18,fechaEmision_vacia
19013,2026-01-03,936,8,4,2,,78.09,,prima_vacia;montoAsegurado_vacio
19014,2026-02-06,369,2,10,7,,100.36,,prima_vacia;montoAsegurado_vacio
19016,2026-02-13,18,78,11,1,409.7,42.97,,montoAsegurado_vacio
19021,2025-09-23,2063,44,13,7,,,67578.13,prima_vacia;comision_vacia
19023,2025-07-15,983,68,9,12,,133.39,,prima_vacia;montoAsegurado_vacio
19024,,1038,34,7,4,1337.83,182.95,253104.51,fechaEmision_vacia
19025,2025-03-22,962,69,2,12,879.2,61.29,,montoAsegurado_vacio
19026,2025-03-26,128,78,6,3,,38.93,43415.4,prima_vacia
19027,2025-11-06,706,3,14,1,,184.36,211249.04,prima_vacia
19029,2025-10-05,2023,1,8,8,,1721.2,,prima_vacia;montoAsegurado_vacio
19030,,428,60,6,1,794.88,55.33,54353.56,fechaEmision_vacia
19032,2025-05-21,913,55,11,12,794.31,157.79,,montoAsegurado_vacio
19034,2025-04-23,577,23,8,5,991.96,213.82,,montoAsegurado_vacio
19035,2025-10-10,2347,1,7,8,,375.78,227953.87,prima_vacia
19038,2025-11-22,200,31,7,9,1062.38,69.87,,montoAsegurado_vacio
19039,2025-09-18,1791,31,13,5,373.92,64.06,,montoAsegurado_vacio
19040,,954,59,11,11,,67.16,24104.86,fechaEmision_vacia;prima_vacia
19042,2026-01-25,2725,41,9,6,590.67,,,comision_vacia;montoAsegurado_vacio
19043,2025-10-03,79,9,4,2,438.73,,,comision_vacia;montoAsegurado_vacio
19044,2025-05-02,2452,63,1,2,866.62,,149695.37,comision_vacia
19045,2026-01-09,1400,67,1,5,,,227191.77,prima_vacia;comision_vacia
19046,2025-11-30,2904,2,8,10,,,139344.6,prima_vacia;comision_vacia
19047,2026-02-07,618,36,13,3,1755.27,,,comision_vacia;montoAsegurado_vacio
19048,2025-01-29,1969,48,12,9,1040.33,,,comision_vacia;montoAsegurado_vacio
19050,,892,20,12,7,691.4,40.36,89240.69,fechaEmision_vacia
19051,2025-09-07,1787,57,8,10,0.0,125.45,,montoAsegurado_vacio
19052,2025-03-19,1200,94,5,11,,144.8,33991.07,prima_vacia
19053,2025-12-25,2108,66,1,7,1637.63,,,comision_vacia;montoAsegurado_vacio
19054,2025-11-11,2261,45,3,2,1718.38,,216306.7,comision_vacia
19056,2026-02-17,867,35,1,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19057,2025-04-27,2960,59,6,4,,32.13,36305.58,prima_vacia
19059,2025-06-08,107,26,3,3,585.68,32.76,,montoAsegurado_vacio
19060,2025-10-14,2963,4,1,7,1141.72,,212170.77,comision_vacia
19061,2025-02-15,1883,3,7,4,811.21,,88888.4,comision_vacia
19063,2026-02-07,1450,40,1,5,,182.23,58093.45,prima_vacia
19064,2025-04-06,2163,63,14,9,,,223434.49,prima_vacia;comision_vacia
19065,2025-03-08,295,45,11,11,,45.64,19260.85,prima_vacia
19069,2025-03-26,1346,41,14,1,,,22084.42,prima_vacia;comision_vacia
19070,2025-03-21,1672,61,7,1,,328.86,236461.15,prima_vacia
19071,2025-02-02,1842,34,10,12,717.96,140.68,,montoAsegurado_vacio
19075,2025-12-26,1365,56,5,5,,147.39,81190.92,prima_vacia
19077,2025-07-28,2408,42,3,3,836.57,167.31,,montoAsegurado_vacio
19078,2025-12-15,1496,60,14,8,267.15,40.17,,montoAsegurado_vacio
19080,2025-03-13,1321,69,15,8,972.66,126.51,,montoAsegurado_vacio
19082,2025-02-21,2827,14,1,8,,246.87,163054.51,prima_vacia
19083,2025-01-05,1405,41,5,8,,78.02,,prima_vacia;montoAsegurado_vacio
19084,2025-12-11,1372,55,6,10,903.38,45.73,,montoAsegurado_vacio
19085,2025-07-19,1241,8,15,4,1573.94,303.75,,montoAsegurado_vacio
19086,2025-06-28,3851,50,12,7,1578.4,86.86,,montoAsegurado_vacio
19087,2025-07-01,1237,29,15,5,679.09,132.05,,montoAsegurado_vacio
19089,2025-11-09,1777,46,7,9,1554.46,335.75,,montoAsegurado_vacio
19091,2025-03-15,1959,19,13,5,180.95,31.28,,montoAsegurado_vacio
19092,2025-07-28,1014,80,15,3,,136.27,80799.48,prima_vacia
19093,2025-11-23,689,23,4,8,,83.34,,prima_vacia;montoAsegurado_vacio
19094,2025-08-31,1664,37,6,10,707.62,101.11,,montoAsegurado_vacio
19095,2025-09-08,514,61,2,2,240.42,31.5,,montoAsegurado_vacio
19096,2026-02-04,1134,68,2,2,777.81,157.3,,montoAsegurado_vacio
19101,2025-06-04,2321,14,12,12,1975.38,,105964.42,comision_vacia
19102,,1079,119,7,5,,282.78,186217.65,fechaEmision_vacia;prima_vacia
19104,2025-11-07,798,6,5,4,,181.98,113923.96,prima_vacia
19107,2025-04-16,2045,15,5,3,444.58,,14090.87,comision_vacia
19110,2026-01-27,1710,67,10,3,558.83,,58380.33,comision_vacia
19111,2026-01-20,2674,69,14,5,1406.18,214.36,,montoAsegurado_vacio
19112,2025-03-06,852,62,5,4,,28.78,,prima_vacia;montoAsegurado_vacio
19113,2025-03-03,685,13,11,1,,226.75,,prima_vacia;montoAsegurado_vacio
19117,2025-10-28,128,11,9,12,1353.06,255.39,,montoAsegurado_vacio
19118,2025-07-09,3523,15,12,1,,163.53,,prima_vacia;montoAsegurado_vacio
19119,,52,69,5,4,1698.75,90.23,98798.9,fechaEmision_vacia
19120,2026-01-19,1142,5,2,9,,36.61,48590.54,prima_vacia
19121,2025-05-24,2755,44,14,3,,155.12,116836.91,prima_vacia
19122,2026-02-05,351,42,12,4,,185.55,90525.94,prima_vacia
19123,2025-06-09,2407,33,10,10,1823.37,,,comision_vacia;montoAsegurado_vacio
19124,2025-01-02,1631,57,1,12,,83.33,,prima_vacia;montoAsegurado_vacio
19126,2025-07-17,66,24,2,9,466.23,,,comision_vacia;montoAsegurado_vacio
19127,2025-11-24,2127,73,6,5,,114.42,43980.08,prima_vacia
19128,,2451,34,6,1,1450.02,177.56,203231.49,fechaEmision_vacia
19130,2025-07-19,487,54,2,7,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19132,2025-07-11,1076,53,12,1,,412.78,,prima_vacia;montoAsegurado_vacio
19133,2025-03-21,1961,6,9,8,192.68,44.09,,montoAsegurado_vacio
19134,2025-08-11,1073,69,15,4,778.59,,37189.08,comision_vacia
19135,2025-10-12,1712,47,12,1,1586.75,184.76,,montoAsegurado_vacio
19137,2025-06-27,2166,8,10,6,,238.88,196768.36,prima_vacia
19138,2025-11-21,632,27,1,9,,86.28,189920.88,prima_vacia
19139,2025-11-18,882,75,11,11,,40.19,8873.68,prima_vacia
19140,,1164,68,9,7,1481.11,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
19141,2025-01-21,413,11,5,9,1485.21,345.95,,montoAsegurado_vacio
19142,2025-06-14,2693,64,1,3,1631.6,185.3,,montoAsegurado_vacio
19143,2025-05-19,307,76,3,11,206.02,,,comision_vacia;montoAsegurado_vacio
19144,2025-08-05,345,40,5,9,230.76,,,comision_vacia;montoAsegurado_vacio
19145,2026-03-01,2937,49,11,3,,234.78,121195.33,prima_vacia
19146,2025-01-22,2225,69,10,6,,234.16,69514.68,prima_vacia
19150,2025-11-22,1746,10,3,2,1024.03,,,comision_vacia;montoAsegurado_vacio
19154,2025-12-18,173,60,15,4,,111.47,40400.89,prima_vacia
19155,2026-01-02,1464,8,14,8,1256.51,281.97,,montoAsegurado_vacio
19156,2025-02-16,417,59,5,8,,73.65,,prima_vacia;montoAsegurado_vacio
19157,2025-10-21,631,9,13,12,,,43891.8,prima_vacia;comision_vacia
19158,2025-06-13,2419,10,11,3,,225.89,,prima_vacia;montoAsegurado_vacio
19160,2025-05-06,1740,45,12,5,,99.73,,prima_vacia;montoAsegurado_vacio
19163,,1750,9,12,11,,224.17,277274.62,fechaEmision_vacia;prima_vacia
19164,2025-10-30,1274,54,2,8,,,44652.6,prima_vacia;comision_vacia
19165,2025-01-17,1837,13,4,1,1466.45,199.07,,montoAsegurado_vacio
19167,,1205,1,8,5,1829.32,436.48,212565.39,fechaEmision_vacia
19168,2025-10-04,2612,76,11,7,1754.97,275.34,,montoAsegurado_vacio
19169,,692,61,2,7,308.03,45.84,46560.96,fechaEmision_vacia
19172,2025-06-21,293,22,11,11,1580.07,,,comision_vacia;montoAsegurado_vacio
19173,2025-01-18,794,49,2,2,352.14,43.5,,montoAsegurado_vacio
19174,2025-05-18,1937,13,8,12,552.53,97.36,,montoAsegurado_vacio
19176,2025-01-07,2301,70,5,7,,81.42,73163.23,prima_vacia
19178,2025-11-17,1714,62,15,9,1751.77,,,comision_vacia;montoAsegurado_vacio
19179,2025-06-18,10,58,15,6,904.98,198.57,,montoAsegurado_vacio
19180,2025-06-08,2760,58,11,6,1269.58,,94220.57,comision_vacia
19182,2025-11-14,2573,37,7,6,,85.86,,prima_vacia;montoAsegurado_vacio
19183,2025-02-09,2685,52,13,3,,131.87,,prima_vacia;montoAsegurado_vacio
19184,2025-03-07,1471,55,15,5,491.74,,52918.42,comision_vacia
19185,,1531,78,7,5,1822.73,337.47,,fechaEmision_vacia;montoAsegurado_vacio
19186,2025-03-07,668,44,6,1,,378.22,111817.59,prima_vacia
19188,,1147,80,6,3,1786.39,384.89,,fechaEmision_vacia;montoAsegurado_vacio
19189,2025-12-07,1389,31,1,4,414.55,,69452.94,comision_vacia
19190,,55,2,3,8,603.65,117.12,70298.86,fechaEmision_vacia
19195,2025-02-01,1479,71,4,6,,116.98,98966.95,prima_vacia
19196,,2639,53,7,1,,135.63,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
19199,2025-03-13,1323,18,1,6,1710.68,,,comision_vacia;montoAsegurado_vacio
19200,2025-06-10,2669,47,9,4,,297.34,245763.44,prima_vacia
19201,2025-10-30,603,31,7,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19202,,669,60,13,9,1505.82,355.18,226742.79,fechaEmision_vacia
19203,,431,65,13,8,978.14,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
19204,,1290,29,7,2,392.89,65.92,51117.27,fechaEmision_vacia
19207,2025-12-23,2858,32,7,9,170.62,9.32,,montoAsegurado_vacio
19208,,106,24,9,4,,338.0,290390.43,fechaEmision_vacia;prima_vacia
19211,2025-10-21,2748,18,8,1,,,56531.8,prima_vacia;comision_vacia
19212,2025-07-07,452,29,3,4,1720.18,,,comision_vacia;montoAsegurado_vacio
19213,2025-10-16,1948,22,5,7,623.62,,107500.27,comision_vacia
19214,2025-01-15,1265,45,9,11,,180.7,79366.19,prima_vacia
19215,2025-01-04,1015,32,8,11,1614.33,171.38,,montoAsegurado_vacio
19217,2025-11-20,1834,38,3,7,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19218,,2424,34,2,6,977.9,1454.43,63487.98,fechaEmision_vacia
19219,2025-05-15,2068,42,14,6,643.87,66.05,,montoAsegurado_vacio
19220,2025-07-20,2400,57,4,1,,350.91,,prima_vacia;montoAsegurado_vacio
19221,2025-05-04,1758,58,5,10,,313.81,,prima_vacia;montoAsegurado_vacio
19223,2025-05-13,2784,12,14,9,,53.05,97089.16,prima_vacia
19225,2025-08-18,1446,80,10,6,,198.53,37866.44,prima_vacia
19226,2025-04-12,2354,43,15,11,1214.97,,52071.5,comision_vacia
19227,,253,34,14,6,708.66,57.36,,fechaEmision_vacia;montoAsegurado_vacio
19228,2025-04-21,1869,39,5,3,624.57,128.67,,montoAsegurado_vacio
19229,,336,50,4,7,650.65,38.97,71624.36,fechaEmision_vacia
19233,2025-03-21,984,11,10,8,719.66,134.56,,montoAsegurado_vacio
19236,2025-08-22,2144,5,13,1,,96.46,175711.79,prima_vacia
19237,2025-07-18,2821,9,13,8,1644.8,377.33,,montoAsegurado_vacio
19238,2025-10-14,1,50,11,1,1399.52,156.74,,montoAsegurado_vacio
19239,2025-07-16,1032,45,3,12,654.26,96.38,,montoAsegurado_vacio
19240,2025-02-14,1689,5,8,9,1061.12,119.27,,montoAsegurado_vacio
19246,2026-01-20,1283,55,4,10,,137.33,198547.95,prima_vacia
19247,2025-01-01,1346,57,5,8,,192.3,45773.16,prima_vacia
19248,2026-01-08,2200,61,12,6,814.49,,81374.3,comision_vacia
19249,,2994,21,9,6,319.16,49.25,,fechaEmision_vacia;montoAsegurado_vacio
19250,2025-08-14,924,34,2,11,,,281538.49,prima_vacia;comision_vacia
19251,2025-03-20,1570,33,14,9,473.65,59.94,,montoAsegurado_vacio
19253,2025-08-22,2741,44,6,11,1927.89,,49685.28,comision_vacia
19254,2025-08-14,2417,4,2,11,1953.31,,232837.17,comision_vacia
19258,2025-01-21,182,46,14,2,,259.75,237867.16,prima_vacia
19261,2025-04-30,600,66,5,7,749.98,,116750.93,comision_vacia
19262,2026-02-18,467,47,8,6,1844.27,230.61,,montoAsegurado_vacio
19263,2025-12-12,2167,34,12,12,,,86332.16,prima_vacia;comision_vacia
19265,2025-04-04,249,17,9,5,,226.45,122842.61,prima_vacia
19266,2025-03-02,2969,74,7,7,409.8,29.36,,montoAsegurado_vacio
19268,2025-04-22,1988,61,7,7,1910.25,428.84,,montoAsegurado_vacio
19270,,1599,35,12,1,,157.02,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
19272,2025-09-06,199,112,5,3,,312.62,,prima_vacia;montoAsegurado_vacio
19273,2025-10-19,560,77,5,7,1261.88,92.78,,montoAsegurado_vacio
19275,2025-11-24,2274,22,12,9,,121.43,34971.22,prima_vacia
19276,2026-02-20,37,19,11,8,1021.52,,112796.67,comision_vacia
19277,2025-09-28,21,70,11,8,742.5,,79948.79,comision_vacia
19279,2025-07-11,1992,27,6,9,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19280,2025-08-18,1562,38,2,5,,212.35,112610.44,prima_vacia
19281,2025-03-22,2266,28,14,11,848.27,142.2,,montoAsegurado_vacio
19282,2025-09-28,2344,69,13,7,,222.36,231263.68,prima_vacia
19283,,2843,48,6,3,1506.35,370.36,220468.46,fechaEmision_vacia
19286,2025-01-28,2550,47,6,6,,216.75,,prima_vacia;montoAsegurado_vacio
19288,2026-01-15,815,37,10,7,550.74,,,comision_vacia;montoAsegurado_vacio
19290,2025-09-28,2618,17,4,7,878.98,187.02,,montoAsegurado_vacio
19291,2025-06-26,129,38,3,6,443.32,33.89,,montoAsegurado_vacio
19293,2025-04-27,2892,48,12,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19295,2025-07-27,1319,71,1,10,,77.56,,prima_vacia;montoAsegurado_vacio
19298,2025-01-13,2593,14,11,6,,212.54,,prima_vacia;montoAsegurado_vacio
19299,2025-06-15,1351,71,15,2,1755.58,2871.48,,montoAsegurado_vacio
19300,2025-12-13,980,43,10,6,,148.19,332415.65,prima_vacia
19301,2026-01-17,1371,26,4,8,1637.11,205.43,,montoAsegurado_vacio
19302,2026-02-07,2061,62,15,2,491.08,73.19,,montoAsegurado_vacio
19304,2025-06-11,369,60,3,4,,130.73,108142.91,prima_vacia
19305,2026-01-05,1132,60,15,6,,57.8,,prima_vacia;montoAsegurado_vacio
19306,2026-01-17,2075,20,10,3,,152.12,312323.55,prima_vacia
19307,2026-12-02,2960,27,9,12,,156.99,,prima_vacia;montoAsegurado_vacio
19311,2025-08-30,1913,71,1,9,286.2,14.65,,montoAsegurado_vacio
19313,2025-02-26,1276,2,3,6,1026.91,184.9,,montoAsegurado_vacio
19314,2025-05-19,26,31,2,6,,126.15,119600.65,prima_vacia
19316,2025-02-05,827,76,8,11,-1235.62,,127996.99,comision_vacia
19317,2025-07-16,1302,61,14,6,310.88,67.49,,montoAsegurado_vacio
19318,2025-06-05,164,71,14,11,,292.86,104916.12,prima_vacia
19320,2025-04-20,1710,49,10,5,409.13,21.75,,montoAsegurado_vacio
19321,2025-10-25,1878,25,2,3,855.95,,74807.16,comision_vacia
19323,2025-10-31,2672,5,9,8,545.65,114.38,,montoAsegurado_vacio
19324,,2427,48,5,12,314.77,62.5,37312.86,fechaEmision_vacia
19325,2025-03-08,862,52,6,2,736.78,107.37,,montoAsegurado_vacio
19326,2025-11-16,1259,50,11,1,965.11,,149105.2,comision_vacia
19327,2025-06-30,2313,1,5,11,1861.25,359.77,,montoAsegurado_vacio
19329,2025-04-09,2980,37,5,10,879.41,,171436.87,comision_vacia
19333,,1836,30,7,10,1827.04,227.05,335469.32,fechaEmision_vacia
19334,2025-02-27,2665,7,9,2,,3353.24,,prima_vacia;montoAsegurado_vacio
19335,2026-01-25,300,15,14,3,,204.9,,prima_vacia;montoAsegurado_vacio
19337,2025-03-19,247,30,13,6,1190.98,,,comision_vacia;montoAsegurado_vacio
19338,2026-01-14,1920,71,5,2,1688.57,,,comision_vacia;montoAsegurado_vacio
19339,2025-04-11,2479,12,14,12,1298.82,,68180.09,comision_vacia
19341,,2046,39,4,9,282.35,46.77,22934.08,fechaEmision_vacia
19342,2025-01-07,483,24,1,11,613.87,94.76,,montoAsegurado_vacio
19343,2025-12-08,1709,118,1,1,687.39,128.41,,montoAsegurado_vacio
19345,2025-01-09,1460,49,15,2,,139.66,106950.18,prima_vacia
19347,,1997,114,5,5,1056.33,251.5,,fechaEmision_vacia;montoAsegurado_vacio
19348,2025-08-06,304,33,6,12,,91.21,24364.01,prima_vacia
19349,2025-11-04,115,23,12,2,,343.19,316084.78,prima_vacia
19350,,214,67,11,11,1664.65,405.7,250090.83,fechaEmision_vacia
19351,2025-03-25,2855,63,5,2,,124.18,101021.49,prima_vacia
19355,2025-04-14,2186,9,1,4,1748.42,,224618.9,comision_vacia
19356,2025-01-31,2158,79,10,10,275.9,34.63,,montoAsegurado_vacio
19357,2025-12-20,2715,10,15,2,,89.95,236203.3,prima_vacia
19358,2025-10-04,577,21,13,11,363.71,21.55,,montoAsegurado_vacio
19359,2025-05-29,304,29,13,9,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
19360,2025-12-24,1315,38,11,6,,12.55,3844.25,prima_vacia
19361,2026-02-12,1701,32,11,7,,139.65,277802.54,prima_vacia
19362,2025-09-16,2855,63,9,5,,262.39,,prima_vacia;montoAsegurado_vacio
19363,2025-11-11,1779,60,2,1,962.14,148.99,,montoAsegurado_vacio
19364,2026-01-11,2248,50,13,8,1740.3,274.98,,montoAsegurado_vacio
